"";"fala";"autor";"comentario";"data"
"1205";"Em especial, esta CPI tirou lágrimas e estarreceu os brasileiros com manifestações em momentos tristes e lamentáveis. Mas também esta CPI produziu momentos dramáticos de sentimento que despertaram empatia. Eu destaco a penúltima sessão desta Comissão Parlamentar de Inquérito, com a presença aqui de alguns desses hoje 605.884 brasileiros. Os parentes de algumas dessas vítimas aqui estiveram. Como não se emocionar com o depoimento da enfermeira Mayra, lá do seu Amazonas, Senador Eduardo e Senador Omar? Como não se emocionar com o depoimento forte da Katia Shirlene, da Rosane Maria, do Arquivaldo Leão, do Antônio Carlos Costa? Como não olhar para o Márcio Antônio do Nascimento, que se sentou aí onde o senhor estava, Senador Tarso, e que se tornou símbolo? Quando alguns intolerantes retiraram as cruzes colocadas na praia de Copacabana, Márcio as colocou de volta uma a uma e se tornou símbolo desse triste holocausto que vivemos.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1206";"Nós choramos e nos emocionamos com o depoimento de uma órfã, Giovanna Gomes Mendes da Silva, que, sentada aí onde o Senador Otto hoje está sentado, com seu depoimento simples, fez até o intérprete de libras se desestruturar. Nós choramos com eles. Em nome deles, dos 603 mil, temos o dever de honrar tudo o que foi feito.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1207";"Eu quero agradecer a convivência com todos vocês. Trago aqui duas poesias que considero que representam o momento em que vivemos. Senador Renan, cumprimento V. Exa. e cumprimento o meu colega da Presidência, Presidente Omar Aziz. V. Exa. trouxe para nós, em um momento, a lembrança de uma música de Ivan Lins. Ela retrata o que vivemos. Diz Ivan, em Aos nossos Filhos:";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1208";"A poesia de Ivan Lins, traduzida na música Aos Nossos Filhos, escrita na década de 70, num período de regime de arbítrio, Senador Tasso, parece-me que foi encomendada para o tempo que vivemos e para as tarefas que temos que cumprir.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1209";"Quero agradecer a convivência de todos vocês. A missão não termina aqui. A partir de amanhã, se Deus quiser, com a aprovação do relatório daqui a pouco, nós iniciaremos a entrega do relatório.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1210";"Senador Eduardo, Alessandro, Otto, Eliziane, Humberto, Soraya, Tasso, Omar, Renan e todos que contribuíram e construíram com esta Comissão Parlamentar de Inquérito, honrou-me o convívio diário com cada um de vocês. Como diria a frase do saudoso Ulysses Guimarães, estar na Vice-Presidência dessa Comissão histórica é muito mais do que pedi, é ir muito mais longe do que eu merecia.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1211";"A poesia de Drummond diz que olho para a vida e vejo meus companheiros, estão taciturnos, mas nutrem grandes esperanças. Sigamos juntos, caminhemos juntos, sigamos de mãos dadas.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1212";"O Brasil é muito melhor do que está aí. O Brasil não é o Brasil de pessoas catando lixo, de pessoas catando comida em lixeiras. O Brasil não é o Brasil da falta de empatia, da morte. O Brasil não é o Brasil do negacionismo. Esse Brasil é um País fantástico que produziu mentes maravilhosas como Paulo Freire, como Anísio Teixeira, como Darci Ribeiro, como Aurélio Buarque de Holanda, como tantos outros. Como alguns que foram levados pela pandemia, como Paulo Gustavo, como Tarcísio Meira. Como tantos e tantos outros. Este Brasil irá vencer. Nós vamos dar a volta por cima. A dor pungente desse jeito não há de ser inutilmente. Este País vai superar esse momento.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1213";"Fica aqui, por fim, uma homenagem a todos aqueles que conviveram, nos dias desta Comissão Parlamentar de Inquérito. A todos das equipes dos Senadores, do dia a dia. À equipe e à Secretaria desta CPI. Ao Zezinho do cafezinho. A todos os garçons que aqui estiveram conosco. Aos motoristas, como foi lembrado. A todos. Sem o papel de cada um, nada seria possível de ser feito. Sobretudo, vai aqui uma homenagem. E aqui eu lembro, há 20 dias, com alívio no coração, o meu Estado não tem morte nenhuma por covid-19. Isso foi graças à vacinação. Isso foi devido graças à luta desta Comissão Parlamentar de Inquérito.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1214";"Vai aqui uma homenagem toda especial aos profissionais de saúde, aos médicos que sempre acreditaram na ciência, aos enfermeiros, aos técnicos de enfermagem que ficaram na linha de frente. O Brasil foi o País que mais matou profissionais de saúde com a pandemia. Eles serão mártires dessa guerra. Eles serão lembrados. Em nome deles é que temos que aprovar esse relatório. Em nome deles é que é o trabalho que foi aqui feito. A todos os trabalhadores da saúde o nosso agradecimento. Esses são os mártires da luta e esses são os heróis de verdade. A todos e todas o nosso muito obrigado.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1215";"Eles serão lembrados. Em nome deles é que temos que aprovar esse relatório. Em nome deles é que é o trabalho que foi aqui feito. A todos os trabalhadores da saúde o nosso agradecimento. Esses são os mártires da luta e esses são os heróis de verdade. A todos e todas o nosso muito obrigado.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1216";"Às vítimas da pandemia, que descansem em paz: nossas orações estarão sempre com vocês. Mártires são aqueles que testemunham, e vocês assim o são.";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1217";"A todos os brasileiros e brasileiras, é missão histórica nossa, e nós estaremos à altura dessa missão de fazer esse relatório, de fato, ser cumprido. Que Deus nos ajude nessa missão!";"Presidente";"Randolfe Rodrigues. PDT/CIDADANIA/REDE/REDE - AP";"26/10/2021"
"1218";"– Muito bem, Randolfe.";"Renan Calheiros";"Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Fora do microfone.";"26/10/2021"
"1219";"Omar Aziz. PSD - AM – Parabéns, Randolfe! Muito bem! Fora do microfone.";"Presidente";"c""Omar Aziz. PSD - AM"", ""Fora do microfone.""";"26/10/2021"
"1220";"Senador Renan.";"Presidente";"c""Omar Aziz. PSD - AM"", ""Fora do microfone.""";"26/10/2021"
"1221";"Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator. – Eu quero, Presidente Omar, rapidamente agradecer, mais uma vez, aos consultores legislativos... Fora do microfone.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1222";"Quero, mais uma vez, rapidamente agradecer aos consultores legislativos coordenados pelo Humberto Fonseca; agradecer especialmente ao Ernesto Azambuja, ao Alexandre Dantas, ao Marcos Eirado, ao Felipe Basile, ao Dario Andrade, ao Rodrigo Abdalla, ao Tiago Odon, à Liliane Moraes, ao Danilo Aguiar, que é o Consultor-Geral Legislativo do Senado Federal, e aos consultores de orçamento, a Ana Claudia Borges, Consultora-Geral de Orçamento, e ao Fábio Gondim. Muito obrigado a todos vocês. Sem vocês, sem dúvida nenhuma, esse relatório não seria possível.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1223";"Eu quero agradecer ao Presidente Omar Aziz pela impecável condução na presidência dos trabalhos desta histórica Comissão Parlamentar de Inquérito. Eu, pela manhã, rapidamente destaquei legados que V. Exa. proporcionou, não é? Eu queria só citar um, para fazer justiça ao trabalho das mulheres, que foi fundamental para que nós chegássemos aos propósitos antes delineados nesta investigação, nesta Comissão Parlamentar de Inquérito, citando a Soraya, mais uma vez obrigado, citando a Eliziane, mais uma vez obrigado, citando a Leila, citando a Zenaide, citando a Simone Tebet, que fez há pouco um emocionante pronunciamento e foi muito importante, dedicada, insubstituível.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1224";"Omar, talvez o maior legado que nós deixamos aqui proporcionado por você é da obrigatoriedade da participação das mulheres nas Comissões Parlamentares de Inquérito, que aqui foi observado.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1225";"Eu quero, por falar nas mulheres, agradecer a presença diuturna aqui, nos trabalhos desta Comissão Parlamentar de Inquérito, das mulheres negras, que conosco estiveram em muitos momentos, especialmente da Juliana Souza, que foi fundamental, e dessas guerreiras que compõem o grupo Coalizão Negra por Direitos, que também colaboraram verdadeiramente no dia a dia pra que nós pudéssemos avançar com relação à apuração sobre as mulheres, que foram as maiores vítimas no Brasil.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1226";"Eu quero também, mais uma vez, agradecer aos juristas. Em agradecendo aos juristas, mais uma vez, eu quero agradecer ao Antônio Carlos de Almeida, o Kakay, a quem procurei nos momentos difíceis, difíceis mesmo desta Comissão Parlamentar de Inquérito e que esteve conosco sempre, discutindo, aprofundando o debate, trazendo outros juristas para conosco conversar. Esse também é um legado, Alessandro, que todos nós deixaremos para as Comissões Parlamentares de Inquérito.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1227";"Eu quero agradecer aos Senadores, a cada um dos Senadores que ajudaram o Brasil a vencer o obscurantismo e que colaboraram com o enterro desse discurso negacionista e medieval, que vitimou tantos brasileiros distantes dos palácios, da vida em torno do poder que pereceram injustamente.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1228";"Eu quero, mais uma vez, agradecer ao Tasso; mais uma vez, agradecer ao Otto Alencar. Vocês foram insubstituíveis, apagaram fogo em todos os momentos o tempo todo também. Sem vocês, nós não teríamos alcançado o equilíbrio necessário para aprofundar esta investigação.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1229";"Eu quero agradecer ao Eduardo, querido amigo, meu Líder de bancada.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1230";"Eu quero agradecer ao Alessandro, também insubstituível; ao Humberto Costa, mais uma vez, Humberto, por seu trabalho, por sua dedicação.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1231";"E quero agradecer a todos aqueles que nos acompanharam rotineiramente, Senador Otto, nestes 182 dias de Comissão Parlamentar de Inquérito, em verdadeiras maratonas para preservar vidas.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1232";"Eu quero agradecer aos internautas, mais uma vez, que nos auxiliaram nesta investigação pioneira e histórica, Presidente Omar.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1233";"Eu quero agradecer muito especialmente à imprensa brasileira pela cobertura, pela visibilidade e por revelar ao País a verdade, por sua capacidade regeneradora.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1234";"Eu quero agradecer ao suporte profissional, mais uma vez, dos funcionários e funcionárias de todos os gabinetes de Senadores.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1235";"O trabalho conjunto proporcionou ao mundo um relatório histórico, documento único, que sistematizou, organizou e comprovou robustamente crimes do Governo brasileiro na condução da pandemia, uma das piores do planeta. Por isso, tivemos por aqui um dos maiores índices de letalidade do mundo. Este relatório já percorreu o mundo e alcançou uma reputação única no planeta, já que esta foi a única Comissão de investigação parlamentar entre as nações. É um legado deste Senado para o mundo.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1236";"Cobraremos todas as punições aqui indicadas, não esmoreceremos. A CPI encerra seus trabalhos hoje, mas todos conviveremos com os temas aqui investigados por muitos meses ainda. Mais de 17 procedimentos já foram abertos – hoje de manhã, eu citei aqui – para desdobrar os temas, todos os temas aqui revelados.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
"1237";"Nestes seis meses, Presidente Omar – e já encerro a minha participação –, fizemos uma apuração técnica, e este relatório, como me comprometi, Senador Tasso, quando fui honrado na relatoria por todos os senhores, não é fruto das minhas convicções pessoais. Fui, como prometi, um redator da vontade majoritária.";"Renan Calheiros";"c""Bloco Parlamentar Unidos pelo Brasil/MDB - AL. Como Relator."", ""Fora do microfone.""";"26/10/2021"
